Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;2.85;4.02;3.64;2.00;1.55;1.64;1.89;2.58;3.01
Price/Earnings;—;—;—;—;—;33.85;24.30;5.09;—;—;92.48;—;25.53
Price/Cash Flow;—;—;—;—;24.03;23.43;22.54;37.44;10.63;8.67;9.06;28.99;17.03
Price/Book;—;—;—;—;1.50;1.84;1.61;0.80;0.76;0.86;0.99;1.17;4.19
Price/Forward Earnings;—;—;—;—;23.75;22.37;19.80;11.60;12.12;14.14;15.24;16.55;—
PEG Ratio;—;—;—;—;1.94;0.87;3.01;3.42;9.70;3.10;3.43;3.59;—
Earnings Yield %;—;—;—;—;-2.10;2.95;4.12;19.63;-27.61;-1.15;1.08;-1.32;—
Enterprise Value (Bil);—;—;—;—;117.42;135.05;124.82;83.52;67.59;68.09;74.62;95.18;—
Enterprise Value/EBIT;—;—;—;—;276.29;23.03;18.59;14.61;—;46.54;27.72;25.03;—
Enterprise Value/EBITDA;—;—;—;—;126.40;18.73;15.94;12.47;—;27.88;20.50;19.18;—
