Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.16;0.55;0.51;0.15;0.13;0.14;0.04;0.05;0.10;0.22;0.10;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;15.82;349.40;25.53
Price/Cash Flow;—;—;37.95;129.19;—;7.27;51.61;3.41;—;7.96;17.56;20.42;17.03
Price/Book;0.84;1.01;4.42;4.66;1.33;1.25;1.19;0.37;0.94;2.14;3.86;1.51;4.19
Price/Forward Earnings;-15.24;30.03;-909.09;57.14;-80.65;—;20.00;-3.32;—;—;—;—;—
PEG Ratio;—;1.50;—;1.91;—;—;6.67;—;—;—;—;—;—
Earnings Yield %;-47.87;-27.22;-3.72;-1.82;-9.55;-12.00;-4.29;-19.49;-170.43;-70.92;-7.54;-58.32;—
Enterprise Value (Mil);88.54;95.86;357.02;390.15;157.87;142.69;146.10;72.64;86.59;97.30;213.63;116.54;—
Enterprise Value/EBIT;—;—;—;—;—;—;117.54;—;—;—;27.77;286.11;—
Enterprise Value/EBITDA;—;—;132.04;63.50;55.75;17.54;13.33;14.12;—;—;7.36;28.59;—
