Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.27;2.24;3.54;3.33;1.56;1.86;2.27;1.73;2.27;3.97;4.73;2.51;3.01
Price/Earnings;40.71;26.63;47.40;35.41;34.33;37.50;4,700.00;—;—;—;112.51;993.96;25.53
Price/Cash Flow;202.51;21.93;25.80;74.89;56.92;12.42;93.86;43.01;35.62;63.04;68.22;55.63;17.03
Price/Book;3.22;2.14;3.30;3.22;1.41;1.74;2.21;1.89;2.41;4.06;4.08;2.55;4.19
Price/Forward Earnings;23.15;20.16;35.84;32.68;24.27;31.85;45.87;26.25;—;—;—;62.69;—
PEG Ratio;1.16;1.01;1.79;1.26;1.62;—;—;—;—;—;—;—;—
Earnings Yield %;2.46;3.76;2.11;2.82;2.91;2.67;0.02;-1.75;-0.75;-6.19;0.89;-1.22;—
Enterprise Value (Bil);0.65;0.45;0.82;0.90;0.33;0.45;0.64;0.57;0.76;1.12;1.29;0.74;—
Enterprise Value/EBIT;26.32;14.45;29.16;25.12;16.84;27.64;—;59.18;—;—;160.77;55.36;—
Enterprise Value/EBITDA;20.78;11.79;23.30;20.89;11.16;15.36;41.89;20.55;55.35;—;70.35;29.39;—
