Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.03;1.27;2.03;2.36;3.12;2.86;2.73;3.57;3.29;3.37;13.45;3.83;3.07
Price/Earnings;19.05;2,218.84;22.13;23.67;28.32;118.70;307.27;24.05;36.82;41.19;571.35;122.34;25.84
Price/Cash Flow;3.28;3.78;6.66;6.78;9.87;9.39;7.46;8.77;7.71;7.39;9.37;8.51;17.36
Price/Book;1.25;1.77;2.63;2.89;3.63;4.48;5.57;4.94;4.34;3.93;4.82;4.70;4.27
Price/Forward Earnings;10.64;10.68;10.24;—;—;-3,333.33;89.29;31.45;29.94;—;26.53;58.93;—
PEG Ratio;0.82;0.82;0.79;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.25;4.51;4.52;4.22;3.53;0.84;0.33;4.16;2.72;2.43;0.18;1.97;—
Enterprise Value (Bil);0.41;0.53;0.79;0.91;1.16;2.12;2.42;2.90;3.10;2.72;3.56;2.72;—
Enterprise Value/EBIT;12.93;14.48;14.40;14.96;16.53;59.13;52.85;32.82;29.40;27.76;1,108.93;91.47;—
Enterprise Value/EBITDA;4.71;5.23;6.76;7.25;8.27;14.08;10.77;11.25;11.60;10.44;66.97;15.74;—
