Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.30;1.38;2.19;2.00;1.91;1.57;1.34;1.34;1.37;1.67;1.92;1.47;3.07
Price/Earnings;25.79;23.25;35.42;31.15;28.60;24.07;22.18;20.50;20.49;21.83;26.01;22.11;25.84
Price/Cash Flow;21.80;16.99;34.34;27.50;24.22;22.22;13.95;16.09;15.06;11.81;14.82;15.52;17.36
Price/Book;5.34;5.99;9.15;8.74;8.58;6.77;6.83;6.80;7.40;8.71;11.68;7.59;4.27
Price/Forward Earnings;20.75;19.69;28.90;26.32;23.98;21.37;20.83;17.86;18.02;22.42;27.78;20.62;—
PEG Ratio;1.19;0.96;1.47;1.57;1.41;1.74;1.65;1.42;1.67;1.83;—;1.70;—
Earnings Yield %;3.88;4.30;2.82;3.21;3.50;4.16;4.51;4.88;4.88;4.58;3.85;4.60;—
Enterprise Value (Bil);4.89;6.00;10.83;10.86;11.63;10.22;9.86;10.70;13.87;18.64;24.22;13.14;—
Enterprise Value/EBIT;15.28;13.75;22.00;19.42;17.75;15.19;14.15;15.17;18.92;18.59;21.72;16.87;—
Enterprise Value/EBITDA;12.37;11.42;18.42;16.19;14.99;12.63;11.47;12.16;15.02;15.37;18.06;13.67;—
