Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.28;1.42;1.70;1.66;1.40;1.71;1.85;1.24;1.41;1.56;1.73;1.52;3.01
Price/Earnings;22.99;23.05;27.61;28.08;20.49;25.68;30.66;13.10;27.67;29.39;31.58;23.99;25.53
Price/Cash Flow;9.49;13.08;17.07;15.39;10.05;12.87;16.04;10.25;10.19;13.64;13.96;12.43;17.03
Price/Book;10.59;8.86;9.24;8.47;6.69;7.80;8.57;4.86;5.65;5.80;6.29;6.28;4.19
Price/Forward Earnings;18.55;20.08;22.57;22.99;18.21;22.62;25.58;14.53;19.49;22.73;25.00;21.60;—
PEG Ratio;1.05;1.78;1.87;1.89;1.50;1.99;2.20;0.72;2.48;1.92;1.67;2.08;—
Earnings Yield %;4.35;4.34;3.62;3.56;4.88;3.89;3.26;7.63;3.61;3.40;3.17;4.36;—
Enterprise Value (Bil);6.02;7.70;9.74;10.65;9.35;11.83;13.70;11.18;13.62;15.42;17.87;13.07;—
Enterprise Value/EBIT;14.36;14.52;17.20;17.69;13.24;16.44;20.37;15.87;20.90;21.65;23.31;18.87;—
Enterprise Value/EBITDA;9.59;10.14;11.99;12.04;9.03;10.98;13.10;9.90;11.99;12.50;13.73;12.73;—
