Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.10;3.11;4.74;4.39;2.85;2.44;2.70;2.91;3.79;7.72;6.04;3.98;3.07
Price/Earnings;24.96;30.63;47.41;43.74;27.21;27.05;26.25;28.30;38.05;71.07;49.42;39.61;25.84
Price/Cash Flow;20.88;18.95;33.44;28.79;15.14;16.36;15.36;20.90;22.46;49.76;46.33;26.31;17.36
Price/Book;8.09;7.03;10.95;9.18;5.21;4.67;5.36;6.37;6.33;13.19;11.39;7.61;4.27
Price/Forward Earnings;26.81;26.88;36.90;37.04;23.47;25.58;28.41;28.65;32.36;49.26;41.15;36.73;—
PEG Ratio;1.07;1.57;1.88;1.64;1.38;3.32;2.45;2.28;1.52;1.41;1.46;2.56;—
Earnings Yield %;4.01;3.27;2.11;2.29;3.67;3.70;3.81;3.53;2.63;1.41;2.02;2.98;—
Enterprise Value (Bil);1.33;1.65;3.04;3.73;2.44;2.06;2.18;2.70;4.57;12.02;11.64;4.95;—
Enterprise Value/EBIT;17.42;17.22;27.04;25.62;15.04;15.84;15.97;26.13;29.20;53.86;38.49;29.57;—
Enterprise Value/EBITDA;14.12;14.22;22.31;20.95;11.97;11.53;11.65;17.41;21.61;41.95;31.53;21.76;—
