Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.27;0.60;1.04;0.85;0.50;0.99;1.68;0.63;0.50;0.44;0.92;0.84;3.07
Price/Earnings;16.29;13.20;76.15;34.84;43.83;—;—;19.16;100.18;—;88.82;31.93;25.84
Price/Cash Flow;48.97;6.65;9.13;13.65;8.30;52.62;67.81;19.41;—;14.94;22.16;32.74;17.36
Price/Book;2.86;1.40;2.03;1.49;0.90;1.46;2.38;1.09;0.85;0.77;1.44;1.32;4.27
Price/Forward Earnings;11.53;10.79;26.32;19.65;-17.54;-28.65;—;8.78;-22.94;-13.30;98.04;52.00;—
PEG Ratio;0.77;—;—;3.28;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.14;7.57;1.31;2.87;2.28;-6.99;-0.11;5.22;1.00;-36.31;-5.15;-9.12;—
Enterprise Value (Mil);431.23;209.40;292.42;222.00;110.63;161.80;300.59;231.18;194.84;158.37;248.28;205.80;—
Enterprise Value/EBIT;9.73;7.08;24.18;18.88;33.58;—;—;11.33;44.23;—;40.43;-7.53;—
Enterprise Value/EBITDA;7.91;5.19;12.77;9.92;8.44;—;—;8.39;13.61;—;893.09;2.36;—
