Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.39;0.38;0.71;0.45;0.42;0.46;0.42;0.42;0.44;0.31;0.40;0.36;3.07
Price/Earnings;13.11;17.97;24.93;17.17;26.33;21.62;—;—;19.90;—;17.26;57.16;25.84
Price/Cash Flow;15.89;15.26;6.70;9.50;114.42;—;12.57;6.31;7.12;—;29.42;13.02;17.36
Price/Book;1.22;1.35;2.61;2.08;1.83;1.85;1.45;1.49;1.71;0.95;0.95;1.29;4.27
Price/Forward Earnings;8.64;10.47;19.23;14.08;13.33;19.08;—;—;—;—;12.22;14.20;—
PEG Ratio;0.69;1.05;1.92;1.41;1.33;—;—;—;—;—;—;—;—
Earnings Yield %;7.63;5.57;4.01;5.82;3.80;4.63;-1.24;-2.73;5.03;-14.43;-9.51;-0.88;—
Enterprise Value (Mil);205.79;269.43;566.12;534.43;493.42;583.91;472.11;407.22;506.39;244.68;230.87;375.77;—
Enterprise Value/EBIT;6.39;8.80;14.37;9.51;31.11;14.69;—;—;11.03;—;22.72;26.32;—
Enterprise Value/EBITDA;4.75;6.39;10.67;6.96;12.65;9.63;23.45;77.01;7.87;—;20.51;23.63;—
