Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.57;0.62;1.15;1.08;0.88;1.62;1.40;1.03;0.91;0.91;1.22;1.19;3.01
Price/Earnings;—;52.00;35.52;26.49;18.19;18.28;24.21;12.91;74.10;22.72;17.09;32.77;25.53
Price/Cash Flow;—;6.05;11.33;15.06;11.00;12.45;26.81;8.67;62.90;7.68;10.78;16.34;17.03
Price/Book;1.30;1.50;2.57;2.42;1.94;3.01;2.41;1.93;1.68;1.62;2.44;2.24;4.19
Price/Forward Earnings;10.99;34.60;22.37;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.92;2.88;0.26;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.18;1.92;2.82;3.77;5.50;5.47;4.13;7.74;1.35;4.40;5.85;4.62;—
Enterprise Value (Mil);207.72;216.64;398.29;430.28;355.86;617.69;507.14;422.79;375.74;363.96;574.67;476.55;—
Enterprise Value/EBIT;196.14;30.35;21.85;16.90;10.69;10.94;14.78;9.89;49.29;14.99;12.00;21.43;—
Enterprise Value/EBITDA;19.54;12.88;14.19;12.04;7.87;9.08;11.04;7.61;17.74;9.45;9.22;10.96;—
