Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.76;0.85;0.98;1.22;1.01;0.83;0.47;0.40;0.50;0.36;0.57;0.50;3.07
Price/Earnings;11.00;12.53;15.90;21.63;16.01;11.61;33.17;18.53;11.92;—;177.50;25.82;25.84
Price/Cash Flow;8.15;9.88;10.18;11.00;11.99;9.90;6.31;6.62;7.48;—;4.62;7.81;17.36
Price/Book;1.95;2.00;2.40;3.12;2.52;1.96;1.13;1.08;1.29;0.86;1.53;1.24;4.27
Price/Forward Earnings;10.53;9.07;10.72;—;16.37;—;—;—;—;—;—;—;—
PEG Ratio;1.17;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.09;7.98;6.29;4.62;6.25;8.61;3.02;5.40;8.39;-18.46;0.56;2.06;—
Enterprise Value (Mil);463.32;547.91;697.17;936.02;767.22;564.51;183.63;141.25;368.63;261.00;409.40;300.98;—
Enterprise Value/EBIT;4.60;5.40;7.57;10.90;8.16;6.62;50.04;4.90;8.94;—;5.53;11.36;—
Enterprise Value/EBITDA;3.79;4.42;6.11;8.70;6.57;5.21;7.56;3.08;6.50;—;113.38;9.53;—
