Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;1.82;2.99;2.96;2.83;—;3.07
Price/Earnings;—;—;—;—;—;—;—;19.56;26.79;33.25;40.88;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;12.22;18.56;21.45;21.46;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;16.84;25.25;30.40;31.15;—;—
PEG Ratio;—;—;—;—;—;—;—;2.13;—;—;—;—;—
Earnings Yield %;—;—;—;—;—;—;—;5.11;3.73;3.01;2.45;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;2.92;4.61;4.73;4.63;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;15.63;17.35;20.50;24.01;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;14.26;15.91;18.07;20.32;—;—
