Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.10;1.14;1.25;0.92;0.46;1.05;1.86;0.76;0.91;1.08;1.00;1.11;3.01
Price/Earnings;7.63;10.32;—;18.34;—;—;9.04;5.85;15.23;27.61;29.82;15.37;25.53
Price/Cash Flow;6.83;29.39;27.53;15.70;5.87;19.57;12.49;5.20;13.70;18.62;9.99;13.55;17.03
Price/Book;2.35;2.13;2.40;1.68;1.29;3.04;4.20;1.53;1.83;2.15;2.11;2.63;4.19
Price/Forward Earnings;5.95;10.02;156.25;16.29;29.67;56.82;14.08;—;—;—;—;21.84;—
PEG Ratio;0.31;2.00;17.49;1.81;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.11;9.69;-5.56;5.45;-20.21;-0.08;11.06;17.10;6.57;3.62;3.35;6.34;—
Enterprise Value (Bil);2.34;2.38;2.37;1.71;0.87;1.65;3.14;1.37;1.63;1.87;1.80;1.93;—
Enterprise Value/EBIT;5.02;6.65;—;14.45;22.40;85.92;12.52;3.53;9.92;18.56;20.14;17.41;—
Enterprise Value/EBITDA;4.55;5.87;—;10.14;10.56;27.54;10.78;3.14;7.53;11.37;11.87;13.27;—
