Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.34;1.76;2.84;2.63;1.52;1.51;1.05;0.29;0.34;0.85;0.82;0.84;3.07
Price/Earnings;50.74;25.71;40.97;123.53;111.00;54.81;66.67;—;—;20.81;19.68;52.30;25.84
Price/Cash Flow;37.44;21.59;62.82;51.38;31.32;27.11;27.09;15.51;6.29;20.19;10.06;22.45;17.36
Price/Book;4.42;3.63;6.02;6.63;3.88;3.90;2.63;0.66;0.74;1.82;1.79;2.02;4.27
Price/Forward Earnings;28.74;23.47;31.75;44.05;30.03;38.31;40.00;—;—;—;—;44.10;—
PEG Ratio;—;—;—;—;3.00;3.84;—;—;—;—;—;—;—
Earnings Yield %;1.97;3.89;2.44;0.81;0.90;1.82;1.50;-6.91;-10.55;4.81;5.08;-1.06;—
Enterprise Value (Mil);164.35;143.76;267.44;306.26;180.04;183.94;127.42;32.49;30.86;79.94;80.60;94.21;—
Enterprise Value/EBIT;31.29;15.97;25.02;82.99;51.22;34.43;33.00;—;—;12.87;12.16;42.21;—
Enterprise Value/EBITDA;21.74;12.62;20.51;44.85;27.47;21.77;18.57;183.58;—;8.32;8.16;42.13;—
