Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;11.33;20.93;18.12;18.64;13.49;14.28;7.42;8.88;9.97;10.86;11.27;3.07
Price/Earnings;—;2,661.97;133.29;72.92;105.72;44.42;34.20;19.74;32.89;31.11;30.37;33.58;25.84
Price/Cash Flow;—;35.77;39.16;39.75;40.38;26.45;24.26;13.14;16.96;23.30;25.65;21.42;17.36
Price/Book;—;5.37;10.67;10.21;7.16;6.15;7.20;4.66;6.23;6.61;7.52;6.47;4.27
Price/Forward Earnings;—;44.84;50.25;45.66;38.46;22.42;26.46;17.57;22.22;25.13;29.67;25.52;—
PEG Ratio;—;1.47;1.45;1.82;1.02;0.52;1.02;0.62;1.20;0.91;1.20;1.00;—
Earnings Yield %;—;0.04;0.75;1.37;0.95;2.25;2.92;5.07;3.04;3.21;3.29;3.18;—
Enterprise Value (Bil);—;55.87;130.44;202.77;280.90;305.45;474.47;332.92;542.24;733.23;953.13;510.85;—
Enterprise Value/EBIT;—;102.52;59.43;40.56;59.30;29.29;27.08;13.40;23.17;24.77;24.98;24.41;—
Enterprise Value/EBITDA;—;46.79;41.33;33.33;42.74;24.05;23.37;11.57;18.76;20.33;21.00;20.39;—
