Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.39;3.19;10.93;11.07;4.27;4.93;4.25;7.15;4.11;3.00;4.58;4.23;3.07
Price/Earnings;—;—;—;—;6.60;—;—;108.88;7.36;37.54;37.18;203.94;25.84
Price/Cash Flow;—;—;—;—;—;—;—;72.50;17.52;17.11;18.71;39.84;17.36
Price/Book;3.55;10.55;8.27;558.88;2.73;5.43;5.24;5.25;2.19;1.64;2.47;3.67;4.27
Price/Forward Earnings;-11.61;-13.25;-38.61;36.76;-45.05;—;151.52;60.24;34.13;—;32.15;74.43;—
PEG Ratio;—;—;—;—;—;—;—;1.72;2.28;—;—;—;—
Earnings Yield %;-1.68;-26.49;-5.32;-11.73;15.15;-4.64;-2.11;0.92;13.59;2.66;2.69;3.06;—
Enterprise Value (Bil);-0.03;-0.02;0.27;0.54;0.25;0.56;0.54;1.13;0.66;0.39;0.79;0.57;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;108.32;23.66;18.35;21.00;-42.08;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;84.30;21.42;16.14;19.52;-23.33;—
