Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.01;1.11;1.43;1.46;1.62;0.69;0.39;0.30;0.50;0.91;3.07
Price/Earnings;—;—;88.39;23.79;95.89;79.15;38.60;14.77;—;—;22.59;35.04;25.84
Price/Cash Flow;—;—;9.17;17.27;15.98;11.13;19.12;5.22;7.01;3.88;11.97;9.82;17.36
Price/Book;—;—;5.35;3.32;3.76;5.03;4.66;1.80;2.28;10.55;21.03;4.81;4.27
Price/Forward Earnings;—;—;12.53;9.98;10.57;9.07;15.13;7.62;6.84;7.08;10.79;9.94;—
PEG Ratio;—;—;—;2.00;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;—;1.13;4.20;1.04;1.26;2.59;6.77;-19.87;-41.64;-13.36;-12.18;—
Enterprise Value (Bil);—;—;6.22;6.38;9.69;11.37;11.35;6.78;13.35;12.82;14.66;11.23;—
Enterprise Value/EBIT;—;—;19.10;14.64;40.46;25.10;23.25;13.79;—;—;413.92;51.18;—
Enterprise Value/EBITDA;—;—;10.84;9.02;19.40;13.25;13.07;7.89;29.42;37.89;18.49;20.64;—
