Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.74;1.61;2.47;0.95;0.82;1.64;1.99;2.35;1.94;1.02;1.08;1.83;3.07
Price/Earnings;25.56;29.09;42.26;19.51;—;—;1,105.00;17.88;108.92;—;862.50;222.37;25.84
Price/Cash Flow;13.31;13.41;16.57;7.63;11.29;7.23;15.59;13.18;13.48;23.98;16.36;13.84;17.36
Price/Book;1.28;1.54;2.54;1.02;0.75;1.37;1.94;2.05;1.97;2.13;2.42;1.92;4.27
Price/Forward Earnings;21.55;11.60;13.79;10.52;9.36;12.35;13.07;12.08;11.56;9.30;16.29;12.40;—
PEG Ratio;1.23;0.58;0.79;0.53;—;0.62;0.65;—;—;0.62;1.08;0.65;—
Earnings Yield %;5.82;3.44;2.37;5.13;-12.55;-1.69;0.09;5.59;0.92;-36.02;0.12;-8.73;—
Enterprise Value (Bil);0.15;0.55;1.22;0.53;0.33;0.99;1.29;1.45;1.54;1.21;1.24;1.30;—
Enterprise Value/EBIT;7.84;13.37;21.23;8.03;—;46.04;49.35;22.06;103.00;—;292.07;76.31;—
Enterprise Value/EBITDA;6.89;8.59;14.72;5.20;84.38;17.58;20.04;13.84;27.51;—;27.86;18.77;—
