Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.38;0.59;0.82;0.93;2.25;2.51;1.45;1.34;0.97;1.44;2.22;1.50;3.07
Price/Earnings;—;—;26.95;33.13;—;87.00;21.50;—;—;—;50.05;59.25;25.84
Price/Cash Flow;—;—;—;162.96;—;—;15.18;77.90;—;—;58.83;65.40;17.36
Price/Book;0.82;1.38;1.53;1.49;1.16;2.13;1.45;1.09;1.15;2.19;3.01;1.55;4.27
Price/Forward Earnings;43.10;6.93;32.05;-52.91;—;—;—;—;—;—;11.60;—;—
PEG Ratio;—;—;1.61;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-44.07;-21.86;3.71;3.02;-1.31;1.15;4.65;-15.24;-42.43;-4.40;2.00;-11.36;—
Enterprise Value (Mil);84.35;123.92;160.12;173.38;45.74;164.43;106.65;53.09;71.92;153.14;307.50;109.95;—
Enterprise Value/EBIT;—;—;—;—;—;56.74;13.69;—;—;—;48.72;24.39;—
Enterprise Value/EBITDA;—;—;18.85;—;—;30.43;9.23;—;—;—;29.36;6.60;—
