Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.98;2.16;3.06;1.82;0.22;0.22;0.37;0.42;0.28;1.82;0.92;0.58;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;—;36.47;—;17.36
Price/Book;8.96;5.95;12.39;4.70;1.20;0.87;2.14;1.72;1.38;13.41;6.31;5.63;4.27
Price/Forward Earnings;97.09;-59.17;-32.26;-12.32;-1.23;-2.23;—;—;-3.85;-12.09;—;303.03;—
PEG Ratio;3.22;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-13.79;-10.11;-4.65;-6.76;-142.86;-133.80;-74.03;-28.39;-78.43;-17.76;-29.64;-63.44;—
Enterprise Value (Mil);293.42;242.53;383.74;215.94;32.34;19.42;35.44;43.21;39.69;137.77;91.81;56.76;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-5.72;-8.71;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;-6.44;-10.02;—
