Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.16;0.18;0.19;0.15;0.20;0.11;0.16;0.10;0.45;0.31;0.47;0.27;3.07
Price/Earnings;16.52;—;—;—;146.00;—;—;—;—;—;70.79;79.84;25.84
Price/Cash Flow;—;10.91;48.52;—;—;—;34.10;—;—;22.77;36.31;24.84;17.36
Price/Book;1.54;1.39;1.56;1.78;1.58;0.97;1.57;1.04;1.03;0.88;1.45;1.08;4.27
Price/Forward Earnings;9.35;18.66;-63.69;—;—;—;—;—;20.96;11.67;21.51;—;—
PEG Ratio;—;—;—;—;—;—;—;—;0.60;0.58;0.86;—;—
Earnings Yield %;6.05;-3.79;-14.93;-22.94;0.68;-24.26;-1.78;-14.07;-6.61;-3.52;-1.79;-9.08;—
Enterprise Value (Mil);141.44;109.28;100.76;93.28;64.75;34.49;61.72;4.64;7.15;0.45;27.27;19.15;—
Enterprise Value/EBIT;11.34;95.53;—;—;—;—;30.37;—;—;—;-79.77;-1.47;—
Enterprise Value/EBITDA;7.46;14.41;—;—;—;—;12.65;2.85;—;—;6.89;-10.06;—
