Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.47;4.14;5.60;5.61;6.73;5.99;7.83;4.61;6.27;5.21;5.25;5.76;3.07
Price/Earnings;14.58;19.78;21.84;22.62;27.15;24.93;31.52;14.62;20.92;19.29;19.39;21.18;25.84
Price/Cash Flow;11.41;15.94;17.34;19.80;21.97;20.45;25.75;13.37;18.52;15.48;17.20;18.07;17.36
Price/Book;2.91;3.87;5.04;5.36;6.55;5.98;7.88;4.35;5.76;4.77;4.80;5.57;4.27
Price/Forward Earnings;13.99;17.04;21.19;18.80;23.81;21.28;26.74;13.72;18.28;16.69;17.73;19.16;—
PEG Ratio;1.12;1.88;2.11;1.57;1.98;1.77;2.23;1.14;1.96;1.75;1.46;1.71;—
Earnings Yield %;6.86;5.06;4.58;4.42;3.68;4.01;3.17;6.84;4.78;5.19;5.16;4.92;—
Enterprise Value (Bil);2.67;3.55;5.33;6.08;7.91;7.25;10.65;6.33;9.05;7.48;8.01;7.93;—
Enterprise Value/EBIT;7.71;10.75;12.62;12.77;15.78;14.77;19.78;10.14;14.70;13.06;13.40;13.91;—
Enterprise Value/EBITDA;6.77;9.19;11.14;11.35;13.95;12.93;17.30;9.06;13.00;11.41;11.72;12.24;—
