Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.74;0.82;1.13;1.01;1.15;0.99;1.34;0.92;0.99;1.12;1.27;1.09;3.07
Price/Earnings;159.71;25.35;33.58;24.40;30.58;25.67;29.93;16.09;20.86;24.11;24.58;22.93;25.84
Price/Cash Flow;19.22;23.83;18.95;17.42;20.56;13.92;17.92;10.24;12.81;10.60;10.51;13.18;17.36
Price/Book;1.73;2.02;3.12;2.65;3.14;2.70;3.62;2.53;2.82;2.90;3.06;2.94;4.27
Price/Forward Earnings;15.70;16.13;19.61;11.24;14.35;15.82;20.33;11.98;14.62;17.57;18.76;16.33;—
PEG Ratio;1.05;1.08;1.31;0.75;0.82;—;—;—;—;—;—;—;—
Earnings Yield %;0.63;4.39;2.98;4.10;3.27;3.89;3.34;6.22;4.79;4.15;4.07;4.56;—
Enterprise Value (Bil);0.49;1.47;2.20;2.08;3.14;2.98;3.93;3.98;4.76;5.32;5.76;3.95;—
Enterprise Value/EBIT;21.64;15.88;18.98;14.80;20.96;15.96;18.71;16.13;15.80;18.32;18.33;15.83;—
Enterprise Value/EBITDA;15.69;12.54;15.03;11.76;16.06;11.97;14.57;11.94;12.09;14.06;14.24;12.44;—
