Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.30;1.78;2.68;2.16;1.73;2.02;1.84;1.17;1.03;0.89;1.05;1.37;3.07
Price/Earnings;15.42;15.34;22.21;21.62;15.30;17.48;15.78;11.57;5.44;17.33;10.18;12.80;25.84
Price/Cash Flow;10.15;13.82;24.37;38.45;14.69;14.06;17.89;15.63;26.92;10.92;7.50;17.30;17.36
Price/Book;1.79;2.35;3.93;3.73;3.71;4.90;7.55;6.49;5.11;1.58;1.49;5.33;4.27
Price/Forward Earnings;11.98;12.92;18.28;14.95;11.79;14.33;11.78;7.55;7.70;8.76;11.52;10.06;—
PEG Ratio;0.77;0.85;1.37;1.10;0.83;0.92;0.84;0.54;0.74;1.18;1.43;1.12;—
Earnings Yield %;6.48;6.52;4.50;4.63;6.54;5.72;6.34;8.65;18.37;5.77;9.83;10.11;—
Enterprise Value (Bil);22.83;29.18;44.07;34.87;30.68;36.16;32.13;26.19;36.25;41.42;42.47;33.44;—
Enterprise Value/EBIT;9.28;9.85;13.77;12.47;11.18;13.25;12.27;10.75;11.93;13.82;9.03;11.34;—
Enterprise Value/EBITDA;7.58;8.49;12.03;10.74;10.17;12.13;11.31;9.85;11.14;12.00;8.29;10.34;—
