Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.73;0.51;0.32;0.71;0.30;0.17;0.13;0.43;0.52;0.12;0.06;0.32;1.50
Price/Earnings;3.74;3.40;2.56;4.65;7.67;15.42;0.27;—;18.40;1.72;0.55;5.65;24.83
Price/Cash Flow;3.13;2.38;1.75;5.30;2.13;1.40;11.01;5.57;7.36;—;2.03;7.53;11.13
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;1.87
Price/Forward Earnings;3.96;3.27;2.94;6.08;3.37;—;—;—;—;—;—;—;—
PEG Ratio;1.70;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;26.74;29.41;39.09;21.49;13.04;6.49;376.39;-490.57;5.43;58.26;181.14;21.54;—
Enterprise Value (Bil);2.69;2.24;1.90;1.80;1.32;1.18;0.84;0.63;0.80;0.87;0.51;0.92;—
Enterprise Value/EBIT;5.81;6.19;6.04;9.45;7.39;11.74;2.11;—;10.10;8.29;5.31;7.59;—
Enterprise Value/EBITDA;5.54;5.59;5.33;7.24;5.66;7.02;1.82;13.47;5.48;5.21;2.93;622.67;—
