Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.29;0.30;0.20;0.29;0.41;0.86;0.95;0.75;0.71;0.74;0.85;0.80;3.07
Price/Earnings;16.64;26.85;—;53.06;21.25;35.52;24.81;13.47;18.24;16.51;16.00;20.59;25.84
Price/Cash Flow;9.24;8.84;—;3.73;7.72;10.42;17.10;14.61;8.25;7.52;10.85;12.42;17.36
Price/Book;0.88;1.13;0.71;0.99;1.35;2.86;3.08;1.90;1.63;1.86;2.26;2.26;4.27
Price/Forward Earnings;10.06;11.24;12.55;21.74;16.58;23.26;22.62;16.03;18.45;18.15;15.95;18.82;—
PEG Ratio;0.89;1.12;1.25;2.17;1.66;2.32;2.26;—;—;—;—;1.91;—
Earnings Yield %;6.01;3.72;-0.59;1.88;4.71;2.82;4.03;7.42;5.48;6.06;6.25;5.21;—
Enterprise Value (Bil);0.80;0.92;0.77;0.83;1.03;1.91;2.34;2.06;1.85;2.19;3.75;2.21;—
Enterprise Value/EBIT;9.34;12.72;19.54;14.66;11.29;17.02;15.10;12.38;11.40;11.09;14.42;14.01;—
Enterprise Value/EBITDA;7.01;8.92;10.67;8.99;8.25;12.56;11.83;9.64;8.67;8.67;11.69;10.77;—
