Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.82;1.97;2.42;2.68;2.36;4.18;3.78;2.69;3.58;5.25;6.52;4.08;3.07
Price/Earnings;17.78;12.06;20.50;18.20;21.65;—;—;10.62;75.06;15.98;23.91;112.72;25.84
Price/Cash Flow;6.13;8.08;10.57;14.42;11.35;—;19.58;11.29;11.94;—;23.57;14.58;17.36
Price/Book;2.53;2.53;2.90;3.00;2.41;3.83;4.93;2.03;2.60;—;1,380.58;80.23;4.27
Price/Forward Earnings;8.67;10.71;13.21;13.87;15.02;13.85;14.88;10.86;31.55;13.50;16.08;16.52;—
PEG Ratio;0.91;1.13;1.37;1.71;3.63;0.90;0.92;1.09;—;1.24;1.16;1.55;—
Earnings Yield %;5.62;8.29;4.88;5.50;4.62;-5.63;-2.09;9.42;1.33;6.26;4.18;1.91;—
Enterprise Value (Bil);11.30;11.88;14.67;16.01;12.57;16.33;21.62;14.68;18.71;14.96;18.82;16.59;—
Enterprise Value/EBIT;10.76;7.36;12.97;11.42;14.04;40.13;—;17.94;32.54;12.73;18.53;32.15;—
Enterprise Value/EBITDA;6.65;5.24;8.56;8.64;9.60;21.55;48.69;10.23;16.47;10.92;16.14;19.66;—
