Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.13;0.21;0.24;0.20;0.17;0.22;0.14;0.21;0.25;0.31;0.19;1.50
Price/Earnings;6.22;7.34;14.03;10.41;16.11;—;—;8.17;9.23;14.07;16.12;11.87;24.83
Price/Cash Flow;—;6.95;4.25;4.92;6.29;4.68;6.50;6.38;16.08;4.01;3.70;7.05;11.13
Price/Book;0.58;0.45;0.70;0.84;0.76;0.72;1.09;0.72;1.06;1.27;1.83;0.94;1.87
Price/Forward Earnings;6.26;5.37;9.84;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.40;0.73;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.07;13.62;7.13;9.61;6.21;-1.53;-4.26;12.24;10.84;7.11;6.20;5.33;—
Enterprise Value (Mil);83.69;75.43;93.84;100.87;99.63;96.01;124.71;102.05;148.73;164.79;218.52;126.10;—
Enterprise Value/EBIT;6.94;6.54;8.66;8.99;15.58;199.20;151.16;8.66;9.76;11.32;11.89;46.84;—
Enterprise Value/EBITDA;4.18;3.86;5.01;5.11;8.06;7.70;8.19;4.60;6.44;5.50;6.71;6.25;—
