Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.85;2.10;2.84;2.48;1.66;2.40;2.45;2.35;1.76;1.74;1.92;2.03;3.07
Price/Earnings;42.96;23.72;55.45;80.33;38.49;56.51;42.50;67.73;—;63.48;59.51;70.85;25.84
Price/Cash Flow;16.56;11.56;19.64;29.22;17.88;19.36;20.02;21.55;16.51;24.64;13.15;18.92;17.36
Price/Book;2.77;2.01;3.63;4.94;3.92;5.52;5.90;5.58;5.27;4.56;4.56;5.11;4.27
Price/Forward Earnings;24.04;16.53;37.88;—;22.27;31.85;32.05;27.78;23.98;23.81;27.93;29.71;—
PEG Ratio;1.23;0.89;2.05;—;1.85;2.65;2.67;2.31;2.00;1.98;2.33;2.52;—
Earnings Yield %;2.33;4.18;1.80;1.24;2.60;1.77;2.35;1.48;-1.18;1.58;1.68;1.28;—
Enterprise Value (Mil);556.90;363.77;598.20;602.07;401.43;649.22;660.52;674.45;905.60;906.71;930.28;709.55;—
Enterprise Value/EBIT;18.18;11.34;22.07;32.89;15.84;24.16;22.67;30.06;230.49;43.23;38.29;45.95;—
Enterprise Value/EBITDA;14.77;8.37;15.41;20.06;11.45;18.21;18.08;21.52;23.14;14.19;14.43;18.15;—
