Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.00;0.95;1.17;1.15;1.17;2.77;3.66;2.19;3.20;2.79;2.62;3.06;3.01
Price/Earnings;18.01;13.72;17.72;11.31;49.64;28.16;30.71;20.34;29.01;21.08;20.24;27.09;25.53
Price/Cash Flow;15.41;16.86;15.15;56.77;8.55;24.28;20.80;55.76;22.29;17.16;18.31;25.51;17.03
Price/Book;3.24;3.06;3.70;2.88;10.53;33.32;19.53;9.28;16.69;10.44;8.36;18.12;4.19
Price/Forward Earnings;13.89;11.78;13.85;12.99;—;—;—;15.36;22.62;19.46;18.55;—;—
PEG Ratio;0.99;1.47;1.73;1.62;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.55;7.29;5.64;8.84;2.01;3.55;3.26;4.92;3.45;4.74;4.94;3.91;—
Enterprise Value (Bil);2.55;2.55;3.52;3.32;3.51;4.32;6.32;4.34;6.76;6.60;6.44;5.86;—
Enterprise Value/EBIT;11.61;7.90;11.37;7.36;31.72;19.07;21.27;13.24;22.39;17.15;16.71;18.77;—
Enterprise Value/EBITDA;8.68;6.49;9.32;6.29;15.66;15.59;17.92;11.25;18.56;14.80;14.43;15.80;—
