Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.80;0.98;1.45;1.51;1.37;1.93;1.19;0.79;1.32;1.56;1.81;1.39;3.07
Price/Earnings;18.03;21.29;30.17;33.82;31.21;34.51;19.35;31.10;—;104.75;53.99;281.41;25.84
Price/Cash Flow;8.65;12.58;24.31;21.14;14.31;20.84;15.14;11.09;112.41;15.26;16.05;26.12;17.36
Price/Book;4.43;6.73;11.16;24.30;44.43;—;—;—;—;—;—;300.13;4.27
Price/Forward Earnings;15.46;16.61;11.03;13.53;—;—;20.62;—;42.92;40.16;43.67;—;—
PEG Ratio;1.60;1.38;0.92;1.13;—;—;—;—;8.59;5.02;2.91;—;—
Earnings Yield %;5.55;4.70;3.31;2.96;3.20;2.90;5.17;3.22;-0.76;0.95;1.85;2.05;—
Enterprise Value (Bil);0.93;1.29;2.00;2.43;2.36;3.43;2.33;1.81;2.52;3.12;4.21;2.73;—
Enterprise Value/EBIT;10.78;12.86;18.60;21.64;20.02;22.26;13.88;23.87;148.11;43.63;34.05;52.32;—
Enterprise Value/EBITDA;7.80;9.70;14.10;16.06;14.85;17.67;11.05;14.83;39.53;25.76;24.21;23.56;—
