Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.97;1.39;1.43;1.93;1.83;1.93;1.51;1.69;1.35;1.74;1.71;1.45
Price/Earnings;3.79;7.11;8.96;11.36;18.69;32.27;29.17;24.58;3.92;24.12;6.94;22.04;20.35
Price/Cash Flow;4.26;26.08;53.43;16.99;8.09;11.14;16.50;20.40;26.32;8.90;11.27;16.58;9.77
Price/Book;0.71;0.85;1.10;1.16;1.52;1.98;2.34;2.12;2.29;2.02;2.76;2.16;1.85
Price/Forward Earnings;7.29;11.42;7.75;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.25;0.17;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;26.40;14.07;11.16;8.80;5.35;3.10;3.43;4.07;25.48;4.15;14.41;8.94;—
Enterprise Value (Mil);193.78;68.52;105.79;123.34;180.32;245.26;300.10;268.95;283.36;256.07;271.90;266.10;—
Enterprise Value/EBIT;4.62;3.21;5.32;6.37;10.09;17.77;17.72;14.85;3.23;16.56;4.72;13.24;—
Enterprise Value/EBITDA;4.37;2.91;4.86;5.71;8.58;13.03;13.48;11.31;3.02;10.44;4.10;9.82;—
