Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.76;1.82;3.01;1.77;0.46;0.45;0.87;0.25;0.26;0.84;0.55;0.52;3.07
Price/Earnings;21.02;31.45;40.67;27.51;—;—;—;47.60;—;19.09;10.25;26.28;25.84
Price/Cash Flow;16.67;31.33;42.81;37.64;8.03;—;229.08;—;—;4.51;3.71;102.15;17.36
Price/Book;2.41;6.13;9.60;5.73;1.59;2.03;4.62;1.34;1.95;4.58;2.55;2.76;4.27
Price/Forward Earnings;14.62;28.33;28.90;23.15;-36.90;-64.10;46.95;13.23;20.92;34.48;21.32;29.02;—
PEG Ratio;0.86;1.46;1.01;0.81;—;—;1.56;0.44;0.70;1.15;0.71;—;—
Earnings Yield %;4.76;3.18;2.46;3.63;-4.09;-19.38;-5.19;2.10;-22.72;5.24;9.76;-6.14;—
Enterprise Value (Bil);0.45;1.37;2.75;1.78;0.44;0.44;0.91;0.30;0.48;0.92;0.62;0.61;—
Enterprise Value/EBIT;11.64;17.53;23.67;16.27;—;—;—;61.46;—;16.08;10.28;4.45;—
Enterprise Value/EBITDA;9.68;15.56;21.60;14.43;—;—;—;12.82;—;12.25;7.94;1.59;—
