Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;2.94;3.35;3.25;2.03;2.31;1.62;2.00;2.17;227.71;10.04;3.07
Price/Earnings;—;—;109.10;24.35;37.56;16.17;16.64;10.65;13.19;—;2.50;14.71;25.84
Price/Cash Flow;—;—;17.30;12.64;14.64;8.40;8.07;4.94;6.94;—;2.42;6.83;17.36
Price/Book;—;—;2.85;3.73;3.41;2.13;2.20;1.49;1.98;1.96;2.45;1.96;4.27
Price/Forward Earnings;—;—;16.50;18.62;15.50;11.31;11.75;8.24;10.88;-6.33;—;12.01;—
PEG Ratio;—;—;—;0.65;0.64;0.71;0.84;0.70;1.33;—;—;0.85;—
Earnings Yield %;—;—;0.92;4.11;2.66;6.18;6.01;9.39;7.58;-51.04;-38.31;-4.80;—
Enterprise Value (Bil);—;—;10.33;14.05;18.80;15.89;18.25;15.49;18.32;16.61;19.44;16.75;—
Enterprise Value/EBIT;—;—;26.92;26.95;32.35;18.36;17.92;12.92;15.13;—;7.86;16.75;—
Enterprise Value/EBITDA;—;—;16.69;17.57;18.79;12.08;11.99;8.83;9.95;—;5.08;11.09;—
