Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.04;1.09;1.29;1.88;1.71;2.11;2.35;2.55;3.15;3.35;3.38;2.70;3.01
Price/Earnings;14.66;—;—;19.22;17.64;19.57;23.50;23.38;23.63;22.82;20.92;22.69;25.53
Price/Cash Flow;4.17;4.41;5.21;7.13;5.62;6.27;6.53;7.47;8.81;10.58;14.29;7.97;17.03
Price/Book;1.01;1.13;1.33;1.65;1.50;1.77;1.95;2.08;2.35;2.33;2.23;2.13;4.19
Price/Forward Earnings;14.03;9.78;11.60;17.95;15.77;19.31;19.76;19.65;22.12;20.75;21.37;20.73;—
PEG Ratio;—;2.91;1.76;2.40;2.17;2.43;2.82;1.50;4.19;2.76;2.89;2.88;—
Earnings Yield %;6.82;-13.05;-11.59;5.20;5.67;5.11;4.25;4.28;4.23;4.38;4.78;4.45;—
Enterprise Value (Bil);14.71;14.22;14.76;17.88;17.57;20.36;22.45;24.72;28.42;30.57;32.84;25.48;—
Enterprise Value/EBIT;11.04;—;—;13.24;13.59;14.33;15.89;16.35;20.73;21.59;21.17;17.76;—
Enterprise Value/EBITDA;6.96;—;—;8.36;8.21;8.74;9.46;9.85;11.67;11.91;12.10;10.37;—
