Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.51;0.53;0.64;0.66;0.76;0.90;0.47;0.38;0.53;0.65;0.55;3.01
Price/Earnings;1.56;5.17;8.26;28.69;14.75;20.13;21.99;19.09;34.04;—;31.10;21.22;25.53
Price/Cash Flow;—;17.39;147.32;7.29;11.71;8.72;11.58;6.58;11.60;6.84;5.41;8.63;17.03
Price/Book;0.56;0.86;1.04;1.30;1.55;1.79;2.12;1.10;0.92;1.30;1.55;1.31;4.19
Price/Forward Earnings;9.48;—;11.06;—;—;17.36;—;—;17.01;14.45;14.29;—;—
PEG Ratio;—;—;—;—;—;—;—;—;1.06;0.90;0.89;—;—
Earnings Yield %;63.95;19.33;12.11;3.49;6.78;4.97;4.55;5.24;2.94;-10.96;-3.11;1.30;—
Enterprise Value (Mil);16.28;92.62;131.76;164.40;244.88;288.88;348.02;163.00;136.46;296.18;315.30;226.76;—
Enterprise Value/EBIT;0.27;7.52;8.63;16.08;9.92;8.65;13.05;7.90;25.86;—;2.41;11.26;—
Enterprise Value/EBITDA;0.25;5.21;6.20;9.45;7.23;6.40;8.68;4.82;7.32;—;1,203.42;64.97;—
