Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.19;14.40;5.15;5.27;1.15;0.48;1.21;1.56;4.75;26.35;20.93;6.10;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;182.45;119.77;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;27.47;35.68;109.32;104.53;—;17.36
Price/Book;29.76;28.58;4.29;4.90;1.12;0.65;2.18;4.43;12.70;53.16;43.93;13.43;4.27
Price/Forward Earnings;—;—;—;-9.79;-13.30;2.12;35.84;36.63;30.96;63.69;39.06;51.41;—
PEG Ratio;—;—;—;—;—;—;—;—;—;1.27;0.78;—;—
Earnings Yield %;-46.15;-61.39;-29.72;-11.89;-49.62;-57.35;-16.76;-3.83;-2.10;0.55;0.83;-13.66;—
Enterprise Value (Bil);0.03;0.09;0.07;0.11;0.09;0.05;0.13;0.14;0.59;5.04;6.35;1.15;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;134.59;169.28;107.32;-7.63;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;88.64;146.47;95.81;-12.75;—
