Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.78;1.61;1.31;1.20;1.36;1.28;1.49;1.10;1.63;1.71;2.07;1.49;3.07
Price/Earnings;—;87.82;10.76;—;—;27.43;12.69;6.33;59.34;21.24;8.42;61.80;25.84
Price/Cash Flow;—;23.87;9.59;—;—;10.11;9.43;5.51;25.73;9.59;6.80;11.75;17.36
Price/Book;1.02;2.59;2.13;1.98;2.52;2.37;2.90;1.68;2.74;3.46;4.40;2.80;4.27
Price/Forward Earnings;-18.45;37.45;14.01;166.67;36.90;9.96;11.78;9.09;17.54;9.53;4.65;14.60;—
PEG Ratio;—;7.49;2.80;33.12;7.39;1.99;0.69;4.75;1.79;—;—;2.12;—
Earnings Yield %;-11.03;1.14;9.29;-2.17;-4.72;3.65;7.88;15.80;1.69;4.71;11.87;6.27;—
Enterprise Value (Bil);1.47;3.00;2.71;2.54;2.88;2.97;3.48;2.41;3.40;3.91;5.91;3.45;—
Enterprise Value/EBIT;—;34.92;8.05;—;—;20.49;8.25;3.57;37.79;14.48;5.84;60.66;—
Enterprise Value/EBITDA;54.92;18.76;6.45;46.72;—;11.64;6.44;3.02;16.35;10.10;5.26;10.92;—
