Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;23.15;1.82;2.15;5.23;2.36;4.68;5.10;4.45;8.26;3.44;2.01;4.87;3.07
Price/Earnings;25.19;4.50;5.31;21.60;32.98;19.71;16.61;19.46;95.13;—;74.26;26.19;25.84
Price/Cash Flow;26.73;5.74;6.78;8.49;4.76;7.79;8.69;7.35;12.70;3.77;7.47;7.77;17.36
Price/Book;—;1.47;0.98;1.38;0.48;1.18;1.33;1.24;1.74;3.14;9.89;1.83;4.27
Price/Forward Earnings;—;4.26;5.03;4.58;—;11.95;19.31;—;—;—;—;—;—
PEG Ratio;—;—;—;—;—;2.99;1.93;—;—;—;—;—;—
Earnings Yield %;3.97;22.22;18.82;4.63;3.03;5.07;6.02;5.14;1.05;-323.36;-189.38;-58.20;—
Enterprise Value (Mil);—;131.38;223.07;364.47;436.54;663.14;698.77;656.74;771.10;229.41;418.04;579.01;—
Enterprise Value/EBIT;—;6.68;11.35;23.18;30.89;16.38;14.44;15.12;30.45;—;19.69;17.83;—
Enterprise Value/EBITDA;—;6.24;10.59;12.45;13.33;10.24;9.45;9.42;15.55;—;7.58;10.33;—
