Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.11;3.35;5.29;6.29;5.98;5.11;6.13;5.26;5.86;7.72;7.81;5.98;3.07
Price/Earnings;13.18;14.07;24.15;86.72;29.32;—;63.75;8.93;48.92;69.17;43.51;112.98;25.84
Price/Cash Flow;10.02;11.42;18.46;22.86;17.60;19.85;16.51;12.34;13.66;15.28;15.10;15.73;17.36
Price/Book;3.52;3.22;4.56;7.92;8.51;3.73;5.18;3.88;5.04;7.46;8.02;4.98;4.27
Price/Forward Earnings;10.19;11.81;16.39;14.04;14.81;12.58;13.30;10.94;13.64;16.78;15.67;13.58;—
PEG Ratio;0.85;0.79;0.89;0.77;1.26;0.84;0.89;0.73;0.99;1.10;1.10;0.94;—
Earnings Yield %;7.59;7.11;4.14;1.15;3.41;-2.59;1.57;11.20;2.04;1.45;2.30;2.99;—
Enterprise Value (Bil);6.23;6.70;12.17;29.59;42.26;81.07;111.51;116.76;153.48;211.55;223.02;134.98;—
Enterprise Value/EBIT;11.03;11.43;21.38;65.46;25.49;—;48.93;22.57;41.82;50.13;34.21;53.38;—
Enterprise Value/EBITDA;8.63;9.04;16.09;27.47;16.13;32.17;15.89;12.62;16.19;19.02;17.15;19.57;—
