Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.12;1.46;1.52;1.14;0.76;1.69;1.94;1.21;1.11;0.75;1.10;1.34;3.01
Price/Earnings;15.45;11.72;14.59;10.69;10.12;—;—;—;—;—;—;9.83;25.53
Price/Cash Flow;12.35;47.07;12.72;8.29;9.27;9.86;20.48;15.63;20.66;4.34;7.00;15.47;17.03
Price/Book;1.68;1.44;1.58;1.28;0.69;0.96;0.97;0.71;1.20;0.96;1.20;0.93;4.19
Price/Forward Earnings;11.56;10.27;12.53;10.86;22.78;-73.53;121.95;38.46;28.82;-44.25;—;474.88;—
PEG Ratio;0.73;0.80;1.48;1.31;—;—;0.93;—;—;—;—;—;—
Earnings Yield %;6.47;8.53;6.85;9.35;9.88;-22.54;-6.86;-0.58;-59.56;-49.02;-10.09;-34.40;—
Enterprise Value (Bil);25.46;29.01;35.08;26.51;14.72;15.85;15.18;11.28;11.62;6.40;7.06;12.04;—
Enterprise Value/EBIT;9.27;8.16;10.35;6.83;7.30;—;—;—;—;—;91.87;-13.68;—
Enterprise Value/EBITDA;7.75;6.94;8.54;5.68;5.30;—;—;17.03;—;—;12.86;3.55;—
