Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.72;0.81;0.91;1.15;1.25;1.36;1.26;1.40;1.92;2.72;2.25;1.75;3.01
Price/Earnings;13.18;17.41;22.76;18.88;33.99;43.14;50.81;35.10;39.92;60.12;35.75;46.99;25.53
Price/Cash Flow;10.50;8.29;8.53;9.10;10.69;—;9.85;9.23;18.58;25.08;16.40;21.87;17.03
Price/Book;3.65;5.19;6.50;7.69;9.94;3.54;3.75;4.23;6.24;10.58;7.70;5.94;4.19
Price/Forward Earnings;11.55;12.67;13.53;16.58;18.87;16.92;16.03;17.18;21.55;28.09;23.70;21.78;—
PEG Ratio;2.31;1.77;1.55;1.65;3.09;2.20;—;2.91;2.22;3.96;4.34;3.49;—
Earnings Yield %;7.59;5.74;4.39;5.30;2.94;2.32;1.97;2.85;2.51;1.66;2.80;2.28;—
Enterprise Value (Bil);9.07;9.83;10.70;12.46;13.19;20.57;20.25;21.49;27.74;37.52;34.12;25.55;—
Enterprise Value/EBIT;10.53;12.68;15.67;13.76;25.02;75.17;32.45;20.03;30.15;43.18;29.75;39.08;—
Enterprise Value/EBITDA;7.84;9.29;10.93;10.46;16.29;31.84;15.38;11.99;17.30;24.43;18.81;19.95;—
