Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.50;1.90;2.46;2.69;3.32;3.76;4.49;4.37;4.17;6.14;7.29;4.69;3.01
Price/Earnings;70.60;186.52;109.03;87.63;39.87;40.94;34.21;29.36;32.67;224.97;113.98;50.31;25.53
Price/Cash Flow;8.31;10.69;12.75;13.31;13.55;15.17;15.96;15.33;14.50;37.73;27.11;19.33;17.03
Price/Book;2.00;2.63;3.65;4.44;6.25;4.82;6.14;6.35;7.41;9.63;7.30;6.38;4.19
Price/Forward Earnings;31.95;38.02;42.92;56.82;—;—;30.86;—;31.06;-238.10;40.65;—;—
PEG Ratio;1.57;1.95;2.20;2.93;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.42;0.54;0.92;1.14;2.51;2.44;2.92;3.41;3.06;0.44;0.88;2.56;—
Enterprise Value (Bil);1.97;2.39;3.43;4.13;5.46;7.78;9.78;9.93;11.83;13.48;14.76;10.47;—
Enterprise Value/EBIT;28.78;43.43;39.66;34.15;26.83;27.24;25.91;25.80;25.00;68.15;51.98;35.44;—
Enterprise Value/EBITDA;10.51;12.88;15.49;15.69;15.36;17.32;17.02;16.78;16.95;29.81;27.51;19.27;—
