Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.50;0.49;0.55;0.43;0.50;0.66;0.73;0.48;0.66;0.87;1.02;0.66;3.01
Price/Earnings;10.96;9.27;10.46;9.22;14.23;29.98;28.23;19.33;19.22;37.90;19.09;30.44;25.53
Price/Cash Flow;5.96;7.27;6.75;10.55;5.54;14.75;12.26;7.41;11.51;7.81;9.64;10.29;17.03
Price/Book;1.48;1.38;1.50;1.07;1.30;1.59;1.88;1.47;1.96;2.75;3.16;1.89;4.19
Price/Forward Earnings;8.58;7.95;8.75;13.81;17.89;22.62;19.19;12.11;13.77;17.09;15.31;17.69;—
PEG Ratio;0.58;—;4.63;—;4.55;2.12;0.60;0.48;1.02;1.54;1.53;1.21;—
Earnings Yield %;9.12;10.79;9.56;10.84;7.03;3.34;3.54;5.17;5.20;2.64;5.24;3.98;—
Enterprise Value (Bil);4.18;5.26;6.43;5.13;4.92;6.33;7.43;5.85;7.48;8.92;10.73;6.96;—
Enterprise Value/EBIT;7.23;7.75;7.98;7.33;13.20;24.85;23.78;14.69;14.94;27.62;15.72;20.45;—
Enterprise Value/EBITDA;5.61;5.79;6.05;5.23;7.73;12.11;12.56;8.47;9.64;15.12;11.18;11.05;—
