Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.96;3.13;3.11;2.79;0.92;0.89;1.36;0.70;1.31;2.34;5.05;1.48;3.07
Price/Earnings;—;31.61;—;—;—;—;—;—;—;—;11.71;12.34;25.84
Price/Cash Flow;4.85;14.21;—;—;7.94;35.32;36.25;6.09;27.19;—;17.03;17.60;17.36
Price/Book;2.39;4.38;21.82;3.42;1.53;1.98;3.54;1.78;6.76;2.69;2.46;2.92;4.27
Price/Forward Earnings;24.57;23.70;-71.94;-10.31;-11.75;-20.83;—;—;—;—;—;—;—
PEG Ratio;—;1.10;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-11.06;3.16;-21.49;-12.93;-34.04;-28.00;-12.43;-17.28;-14.39;-4.49;-11.30;-12.64;—
Enterprise Value (Mil);18.81;79.27;137.54;89.87;35.50;37.47;45.66;27.95;54.87;49.13;61.03;42.42;—
Enterprise Value/EBIT;—;149.62;—;—;—;—;—;—;—;—;-20.29;-7.97;—
Enterprise Value/EBITDA;9.16;37.55;—;—;—;85.32;74.34;46.91;—;—;38.51;-0.14;—
