Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.47;0.86;1.92;4.46;4.78;2.49;2.01;0.64;0.70;0.69;1.64;1.39;3.01
Price/Earnings;0.98;2.63;2.75;—;58.37;112.57;22.85;—;16.67;—;6.67;46.29;25.53
Price/Cash Flow;1.92;4.39;13.40;19.83;27.14;9.55;18.26;2.94;5.73;8.55;38.40;9.92;17.03
Price/Book;0.25;0.44;0.77;2.45;1.41;0.80;0.56;0.20;0.27;0.24;0.55;0.45;4.19
Price/Forward Earnings;—;—;10.76;30.86;14.14;—;—;3.23;—;—;3.80;—;—
PEG Ratio;—;—;—;2.06;—;—;—;0.32;—;—;—;—;—
Earnings Yield %;102.34;38.00;36.43;-1.24;1.71;0.89;4.38;-42.79;6.00;-33.88;-32.63;-10.47;—
Enterprise Value (Mil);17.85;25.97;45.82;137.21;164.47;103.43;77.53;32.55;55.19;46.88;69.40;66.36;—
Enterprise Value/EBIT;4.22;4.56;5.75;1,143.39;43.89;38.10;12.37;—;13.25;—;9.20;25.73;—
Enterprise Value/EBITDA;4.22;3.96;5.18;124.06;33.29;23.98;9.90;—;7.30;—;37.39;18.02;—
