Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.32;1.42;2.47;1.69;1.50;1.31;1.78;1.29;1.16;1.44;1.43;1.42;3.01
Price/Earnings;—;28.13;22.49;25.34;25.31;24.36;36.63;12.99;17.54;31.29;31.66;23.37;25.53
Price/Cash Flow;—;10.72;23.78;18.20;21.27;13.11;18.12;10.50;9.81;13.04;21.21;13.58;17.03
Price/Book;0.75;3.20;10.99;6.39;5.40;4.41;5.43;2.45;2.05;2.54;2.63;3.58;4.19
Price/Forward Earnings;25.77;25.00;19.76;15.63;15.38;17.61;25.91;11.70;—;—;16.67;17.87;—
PEG Ratio;1.29;—;0.66;0.52;—;1.71;2.09;0.48;—;—;13.90;1.07;—
Earnings Yield %;-42.72;3.56;4.45;3.95;3.95;4.10;2.73;7.70;5.70;3.20;3.16;4.65;—
Enterprise Value (Bil);0.09;0.26;0.53;0.61;0.69;0.78;1.02;1.26;1.19;1.55;1.82;1.16;—
Enterprise Value/EBIT;—;21.98;22.74;19.94;14.23;14.89;19.75;15.08;14.08;20.70;22.53;16.76;—
Enterprise Value/EBITDA;—;10.73;15.28;16.54;11.81;11.68;14.56;12.05;9.70;13.43;14.55;12.53;—
