Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;3.28;18.61;2.54;1.35;0.62;3.30;6.73;3.07
Price/Earnings;—;—;—;—;—;—;141.43;14.50;33.00;—;17.17;—;25.84
Price/Cash Flow;—;—;—;—;—;4.31;37.26;3.43;2.19;1.38;13.39;12.53;17.36
Price/Book;—;—;—;—;—;8.99;1.99;0.99;0.39;0.16;0.75;1.41;4.27
Price/Forward Earnings;—;—;—;—;—;19.53;24.45;12.67;17.12;-9.17;18.94;102.16;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;3.79;—;—
Earnings Yield %;—;—;—;—;—;-12.90;0.71;6.90;3.03;-140.00;-8.58;-45.44;—
Enterprise Value (Bil);—;—;—;—;—;4.34;5.62;3.52;2.29;1.51;2.98;3.18;—
Enterprise Value/EBIT;—;—;—;—;—;—;92.22;11.82;23.15;—;17.73;—;—
Enterprise Value/EBITDA;—;—;—;—;—;75.51;31.51;6.06;4.38;—;14.01;—;—
