Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;0.69;0.87;1.10;0.70;1.14;0.80;0.70;0.74;0.74;0.94;0.78;3.07
Price/Earnings;29.33;28.09;30.34;30.21;20.37;23.80;26.06;16.56;17.26;22.23;22.76;20.27;25.84
Price/Cash Flow;10.63;9.51;11.73;14.96;10.81;11.11;10.44;8.22;8.77;5.99;7.41;8.70;17.36
Price/Book;2.86;3.21;4.05;5.13;3.50;4.70;3.38;2.79;2.85;2.57;3.02;3.12;4.27
Price/Forward Earnings;17.99;17.18;19.38;24.81;12.92;18.87;15.87;11.90;13.21;17.09;21.55;16.76;—
PEG Ratio;1.00;0.86;0.97;1.24;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.41;3.56;3.30;3.31;4.91;4.20;3.84;6.04;5.79;4.50;4.39;5.21;—
Enterprise Value (Bil);1.25;1.46;1.86;2.39;1.83;2.70;1.97;1.75;1.87;1.62;2.03;1.91;—
Enterprise Value/EBIT;17.22;16.47;18.77;18.95;12.93;16.32;18.84;23.73;14.15;17.32;18.82;17.81;—
Enterprise Value/EBITDA;10.33;11.06;12.84;13.28;9.20;11.76;10.99;11.84;8.94;9.48;10.88;10.94;—
