Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.20;1.21;1.79;1.54;1.24;0.96;1.14;0.69;0.88;0.91;0.89;0.90;3.01
Price/Earnings;14.69;17.18;21.59;19.15;15.72;16.03;35.98;13.11;11.92;21.95;24.20;22.64;25.53
Price/Cash Flow;11.83;9.89;15.30;16.80;13.52;8.67;10.15;6.56;6.45;8.05;8.42;7.95;17.03
Price/Book;2.88;2.69;3.78;3.34;2.55;2.26;2.82;1.78;2.01;1.94;1.81;2.12;4.19
Price/Forward Earnings;11.95;13.12;16.78;14.68;12.36;11.30;12.03;7.45;10.85;10.34;11.10;11.05;—
PEG Ratio;0.55;0.87;1.03;0.99;1.29;1.25;1.22;1.07;1.84;1.11;0.57;1.32;—
Earnings Yield %;6.81;5.82;4.63;5.22;6.36;6.24;2.78;7.63;8.39;4.55;4.13;6.49;—
Enterprise Value (Bil);8.01;8.63;13.10;12.97;10.26;10.50;12.75;9.01;10.11;9.95;13.72;10.43;—
Enterprise Value/EBIT;9.94;10.78;14.82;13.06;10.28;11.23;27.38;7.52;9.08;10.99;13.78;14.18;—
Enterprise Value/EBITDA;7.44;7.92;11.07;9.85;7.79;8.01;14.69;5.53;6.55;7.32;8.33;8.43;—
