Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.89;1.91;3.82;2.84;3.35;3.77;4.84;4.53;7.45;10.71;10.59;6.59;3.07
Price/Earnings;163.33;40.50;44.71;56.14;62.50;78.26;85.73;—;—;—;560.92;150.64;25.84
Price/Cash Flow;23.75;20.22;19.51;17.08;38.33;113.92;29.09;34.22;278.93;—;286.39;92.01;17.36
Price/Book;5.24;3.64;7.36;5.70;6.90;8.42;9.90;6.05;11.99;20.36;23.75;11.80;4.27
Price/Forward Earnings;30.77;30.67;31.75;22.94;29.59;32.57;44.25;85.47;181.82;243.90;625.00;222.71;—
PEG Ratio;1.24;1.23;1.59;1.15;1.48;1.63;2.21;10.68;4.92;—;—;4.65;—
Earnings Yield %;0.61;2.47;2.24;1.78;1.60;1.28;1.17;-0.82;-1.21;-0.60;-0.37;-0.01;—
Enterprise Value (Bil);1.01;0.74;1.69;1.36;1.88;2.62;3.48;3.55;6.28;10.89;11.56;5.69;—
Enterprise Value/EBIT;175.55;23.47;27.18;27.56;32.59;39.83;114.08;—;—;—;-143.57;49.96;—
Enterprise Value/EBITDA;45.34;14.75;20.87;18.78;23.08;29.37;62.74;—;—;—;671.28;117.98;—
