Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.10;0.17;0.23;0.19;0.24;0.29;0.40;0.29;0.28;0.15;0.20;0.29;3.07
Price/Earnings;7.09;5.54;11.14;10.41;16.51;—;59.22;5.76;6.63;—;4.73;15.60;25.84
Price/Cash Flow;11.50;3.26;9.21;5.56;5.56;13.63;10.21;6.13;3.25;—;46.90;11.26;17.36
Price/Book;1.02;1.68;2.17;1.51;1.25;1.57;1.91;1.47;1.46;0.91;1.69;1.56;4.27
Price/Forward Earnings;5.72;5.73;9.69;10.43;12.12;140.85;12.14;3.82;16.16;-8.48;—;29.57;—
PEG Ratio;0.38;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;14.11;18.05;8.98;9.60;6.06;-15.37;1.69;17.35;15.09;-24.27;-25.52;-1.80;—
Enterprise Value (Bil);0.78;1.27;2.01;1.66;2.12;2.00;3.44;3.29;3.65;3.03;3.29;3.14;—
Enterprise Value/EBIT;3.38;2.68;5.80;5.40;10.87;—;15.46;6.08;5.47;—;5.03;3.78;—
Enterprise Value/EBITDA;2.60;2.29;4.65;4.00;6.58;—;9.62;4.47;4.21;—;21.24;8.31;—
