Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;2.15;1.82;1.55;0.86;0.95;1.13;0.93;0.73;0.71;1.04;0.86;3.01
Price/Earnings;20.41;29.37;19.95;20.91;12.85;14.91;23.53;17.11;12.23;—;20.31;162.94;25.53
Price/Cash Flow;16.32;16.70;13.29;14.57;7.01;8.10;11.28;9.04;9.60;6.84;10.29;8.87;17.03
Price/Book;3.84;4.52;3.42;3.36;2.28;2.65;2.95;2.45;1.90;1.75;2.55;2.27;4.19
Price/Forward Earnings;16.98;20.53;18.80;21.05;12.79;13.44;—;11.45;10.85;13.99;22.94;19.10;—
PEG Ratio;0.94;1.01;1.06;1.19;0.97;0.92;—;0.79;3.47;2.70;0.26;3.13;—
Earnings Yield %;4.90;3.40;5.01;4.78;7.78;6.71;4.25;5.84;8.17;-0.31;4.92;5.35;—
Enterprise Value (Bil);3.84;5.38;5.04;4.38;2.56;3.05;3.47;3.01;3.72;3.20;4.69;3.19;—
Enterprise Value/EBIT;11.29;17.53;11.74;11.83;7.10;8.58;12.91;8.40;12.08;147.75;16.81;68.61;—
Enterprise Value/EBITDA;8.59;12.76;9.03;8.61;5.10;6.19;8.67;6.28;6.61;24.90;12.33;11.79;—
