Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.94;1.38;1.87;1.60;1.35;1.52;1.55;1.47;1.99;1.56;2.43;1.64;3.01
Price/Earnings;27.32;26.33;24.85;18.09;25.36;42.87;—;—;—;—;58.13;63.60;25.53
Price/Cash Flow;8.17;16.45;23.01;18.10;10.82;9.30;16.52;18.34;14.76;11.22;13.81;14.07;17.03
Price/Book;1.83;2.54;3.12;2.59;2.17;2.97;3.38;3.86;5.44;5.26;7.61;4.44;4.19
Price/Forward Earnings;15.97;16.34;18.25;21.28;23.15;101.01;-94.34;-2,500.00;80.65;1,111.11;64.94;171.76;—
PEG Ratio;0.53;0.82;0.61;0.95;1.54;6.72;—;—;5.37;74.23;2.59;4.00;—
Earnings Yield %;3.66;3.80;4.02;5.53;3.94;2.33;-2.51;-1.93;-0.22;-3.05;-2.49;-0.78;—
Enterprise Value (Mil);183.50;258.97;348.22;344.51;281.59;304.99;323.71;346.11;452.76;322.10;441.94;359.43;—
Enterprise Value/EBIT;16.12;14.66;16.03;14.36;14.40;21.52;—;—;153.48;103.44;101.64;11.75;—
Enterprise Value/EBITDA;10.13;11.18;12.47;11.00;10.27;14.44;—;45.04;31.64;21.89;26.64;49.09;—
