Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;14.58;9.83;8.99;11.25;10.90;9.83;8.92;5.96;5.93;2.88;4.31;6.44;1.50
Price/Earnings;16.60;10.99;7.66;12.13;18.64;20.05;15.37;13.60;15.41;7.76;10.71;13.83;24.83
Price/Cash Flow;16.89;9.78;9.80;16.07;13.31;13.94;9.29;7.19;6.84;5.20;6.83;8.14;11.13
Price/Book;1.40;2.14;1.99;2.21;2.28;2.50;2.36;1.59;1.75;1.03;1.36;1.77;1.87
Price/Forward Earnings;16.98;15.46;17.57;19.38;17.83;19.34;20.20;13.00;—;—;—;17.16;—
PEG Ratio;4.24;5.15;5.86;6.45;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.02;9.10;13.05;8.25;5.37;4.99;6.51;7.35;6.49;12.88;9.33;8.29;—
Enterprise Value (Bil);2.29;2.39;2.16;2.53;2.86;3.20;3.09;2.59;2.67;2.06;2.19;2.67;—
Enterprise Value/EBIT;16.43;13.60;9.76;15.25;24.21;17.32;15.42;21.37;20.97;18.30;16.33;18.54;—
Enterprise Value/EBITDA;13.70;11.71;8.65;13.15;19.65;15.02;12.76;15.82;15.17;11.97;11.69;14.05;—
