Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.30;0.31;0.44;0.51;0.64;0.51;0.55;0.42;0.48;0.58;0.73;0.50;1.50
Price/Earnings;11.27;20.24;21.35;15.69;38.36;18.44;32.28;22.17;20.43;—;21.88;23.43;24.83
Price/Cash Flow;2.39;1.97;3.22;4.10;4.36;4.24;4.45;3.41;3.82;4.74;5.93;4.08;11.13
Price/Book;0.94;0.95;1.43;1.56;1.68;1.58;1.47;1.16;1.33;1.86;2.36;1.45;1.87
Price/Forward Earnings;10.28;12.52;13.76;17.30;19.57;16.50;16.03;17.48;20.12;23.87;24.39;23.36;—
PEG Ratio;1.80;0.95;0.78;1.35;2.12;1.09;1.34;1.08;1.16;2.08;2.13;1.94;—
Earnings Yield %;8.88;4.94;4.68;6.37;2.61;5.42;3.10;4.51;4.89;-4.38;-2.15;2.88;—
Enterprise Value (Bil);12.10;12.27;14.60;15.20;17.51;16.51;16.04;16.53;18.99;20.97;22.61;17.72;—
Enterprise Value/EBIT;9.54;10.71;11.71;11.89;16.24;13.54;12.71;13.73;12.67;50.17;47.99;19.62;—
Enterprise Value/EBITDA;5.16;5.42;6.32;6.27;7.94;7.14;6.48;6.95;6.64;9.61;10.21;7.28;—
