Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;—;0.09;—;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;—;25.84
Price/Cash Flow;—;—;—;—;—;—;—;—;—;—;4.59;—;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;1.38;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;—;8.33;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;4.16;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;—;-2,017.50;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;—;6.29;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;856.03;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;6.75;—;—
