Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;1.06;1.33;1.30;1.60;2.46;2.08;1.50;1.82;1.53;1.87;1.86;3.07
Price/Earnings;24.03;18.69;24.11;23.92;20.30;21.98;21.21;14.64;12.92;9.51;14.32;16.11;25.84
Price/Cash Flow;11.46;15.65;16.69;15.70;12.25;13.71;13.43;8.75;9.28;7.21;9.13;10.46;17.36
Price/Book;3.59;3.43;4.29;4.44;2.55;2.62;2.57;2.33;2.52;1.70;2.14;2.33;4.27
Price/Forward Earnings;20.49;17.42;21.28;21.98;18.42;19.27;17.18;12.44;12.63;10.05;11.39;14.40;—
PEG Ratio;3.40;1.82;2.36;1.69;6.31;2.77;2.12;0.84;1.38;66.97;2.40;6.82;—
Earnings Yield %;4.16;5.41;4.15;4.18;4.93;4.55;4.72;6.83;7.74;10.52;6.99;7.02;—
Enterprise Value (Bil);55.84;61.42;79.56;88.56;73.86;81.16;81.98;79.61;88.38;71.58;81.92;80.09;—
Enterprise Value/EBIT;22.72;19.30;23.57;23.49;21.05;22.92;21.93;16.54;14.57;12.50;15.78;17.62;—
Enterprise Value/EBITDA;16.08;14.33;17.43;17.44;14.70;16.02;15.30;12.07;11.07;9.22;11.26;13.81;—
