Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.18;4.80;2.81;2.70;2.03;3.47;2.99;2.43;3.51;2.59;3.04;3.03;3.07
Price/Earnings;60.31;39.15;34.29;35.26;33.16;—;32.27;—;23.52;273.40;22.93;239.83;25.84
Price/Cash Flow;11.42;17.12;10.25;9.15;6.66;8.72;8.78;7.28;9.99;6.30;7.60;8.38;17.36
Price/Book;7.48;2.61;2.80;7.17;0.94;1.33;1.14;1.04;1.43;0.98;1.31;1.21;4.27
Price/Forward Earnings;27.10;19.42;30.49;18.48;19.84;28.74;25.84;14.79;19.96;15.15;19.96;21.76;—
PEG Ratio;2.71;—;0.50;0.64;5.90;2.60;2.25;0.09;0.97;2.27;2.31;1.77;—
Earnings Yield %;1.66;1.59;2.92;2.84;3.02;-0.76;3.10;-0.13;4.25;0.37;4.36;1.83;—
Enterprise Value (Bil);39.50;70.37;72.34;127.39;77.71;87.29;77.80;68.94;84.22;65.04;73.91;76.98;—
Enterprise Value/EBIT;23.52;25.40;15.08;25.37;19.16;35.37;19.29;17.43;—;—;16.95;20.69;—
Enterprise Value/EBITDA;14.35;16.77;11.07;18.15;12.33;18.56;12.37;11.07;—;—;11.37;13.30;—
