Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.28;2.83;3.57;3.40;2.81;2.58;2.91;1.23;1.33;1.28;1.98;1.86;3.07
Price/Earnings;13.39;17.51;20.00;18.47;13.89;15.25;15.82;5.87;15.37;16.29;17.27;12.87;25.84
Price/Cash Flow;14.57;14.45;15.00;14.35;19.63;11.87;25.94;5.32;9.12;7.24;9.58;14.24;17.36
Price/Book;1.13;1.38;1.85;2.02;1.73;1.58;1.79;0.74;0.85;0.81;1.16;1.14;4.27
Price/Forward Earnings;11.30;12.76;15.17;14.25;12.29;11.85;12.42;6.02;6.67;8.91;9.41;9.31;—
PEG Ratio;1.03;1.14;1.05;1.01;1.24;1.94;1.10;—;2.36;—;0.95;2.92;—
Earnings Yield %;7.47;5.71;5.00;5.41;7.20;6.56;6.32;17.03;6.51;6.14;5.79;8.46;—
Enterprise Value (Bil);14.91;15.11;19.44;21.36;18.83;16.43;19.07;11.72;18.41;18.62;22.55;16.65;—
Enterprise Value/EBIT;15.37;13.99;15.06;13.34;11.36;11.26;13.29;7.84;19.83;16.45;15.17;13.15;—
Enterprise Value/EBITDA;13.60;12.86;14.09;12.63;10.77;10.54;12.36;7.17;16.89;13.95;13.32;11.82;—
