Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.28;1.33;1.45;1.66;1.72;2.12;2.33;2.37;2.83;3.03;3.49;2.54;3.07
Price/Earnings;19.27;18.92;25.15;19.73;24.71;33.17;28.65;17.21;26.68;30.19;35.03;26.87;25.84
Price/Cash Flow;5.98;7.13;7.58;9.57;8.87;11.51;12.31;10.48;12.70;12.45;14.04;11.82;17.36
Price/Book;1.34;1.37;1.55;1.79;1.95;2.53;2.92;2.93;3.58;3.67;4.12;3.13;4.27
Price/Forward Earnings;13.57;14.39;16.26;19.53;20.41;24.27;26.18;22.03;25.64;25.97;29.41;25.27;—
PEG Ratio;1.36;1.64;2.25;3.71;2.32;3.62;2.62;2.06;1.69;3.02;3.55;2.57;—
Earnings Yield %;5.19;5.28;3.98;5.07;4.05;3.01;3.49;5.81;3.75;3.31;2.85;3.92;—
Enterprise Value (Bil);17.16;17.59;18.91;21.11;22.66;27.09;30.39;31.41;37.40;39.33;44.53;33.19;—
Enterprise Value/EBIT;12.58;15.09;17.87;14.75;16.99;21.48;18.95;19.57;21.23;24.60;28.59;21.27;—
Enterprise Value/EBITDA;7.81;8.41;9.44;8.74;9.58;11.62;11.27;11.49;12.99;14.31;16.31;12.39;—
