Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.04;5.99;11.78;7.63;5.00;3.16;3.44;3.69;3.72;3.17;3.42;3.67;3.07
Price/Earnings;11.93;22.39;41.26;16.71;9.28;6.65;8.15;51.27;30.65;59.45;277.20;57.15;25.84
Price/Cash Flow;9.77;18.19;40.77;15.00;8.51;5.53;7.69;9.33;9.35;8.32;9.35;8.69;17.36
Price/Book;4.95;5.84;10.59;10.42;8.26;5.56;3.77;3.51;3.99;4.19;4.59;4.48;4.27
Price/Forward Earnings;9.72;15.80;21.98;9.52;7.80;6.66;10.49;9.23;9.17;8.87;9.61;9.67;—
PEG Ratio;0.69;0.74;0.66;0.26;0.69;—;0.60;0.46;0.41;0.43;0.50;—;—
Earnings Yield %;8.38;4.47;2.42;5.98;10.77;15.04;12.27;1.95;3.26;1.68;0.36;6.53;—
Enterprise Value (Bil);32.38;62.15;120.46;144.39;150.40;109.15;94.46;79.04;84.00;78.37;111.41;97.04;—
Enterprise Value/EBIT;8.52;15.64;27.15;11.94;7.15;5.59;5.76;7.88;15.90;28.86;38.03;23.14;—
Enterprise Value/EBITDA;7.88;14.62;25.48;11.11;6.79;5.28;5.37;6.88;12.54;19.03;24.57;15.43;—
