Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.09;10.75;6.35;3.77;2.74;2.64;1.96;1.67;2.11;1.93;1.88;2.04;3.07
Price/Earnings;17.00;50.58;32.76;21.74;16.47;15.40;11.72;—;12.59;14.54;20.64;15.38;25.84
Price/Cash Flow;17.16;43.90;26.23;18.52;16.37;11.77;7.67;7.62;7.55;6.01;7.58;8.47;17.36
Price/Book;2.39;3.42;4.60;2.57;1.98;2.06;1.48;1.60;1.81;1.45;1.42;1.71;4.27
Price/Forward Earnings;14.39;19.27;22.27;16.03;12.63;11.95;10.56;7.01;8.64;8.91;10.98;9.80;—
PEG Ratio;0.68;1.14;1.03;1.09;0.97;0.78;0.77;0.57;0.62;1.12;0.86;0.79;—
Earnings Yield %;2.94;1.98;1.53;4.60;6.07;6.49;8.53;-6.14;7.94;6.88;4.85;5.15;—
Enterprise Value (Bil);16.45;19.14;26.80;21.70;17.57;18.41;15.95;29.38;30.96;26.85;27.98;24.74;—
Enterprise Value/EBIT;9.49;10.84;13.58;10.02;9.20;9.68;8.98;152.22;10.63;10.65;13.10;43.84;—
Enterprise Value/EBITDA;8.87;6.97;8.19;5.54;4.44;4.62;4.01;6.80;4.32;3.98;4.29;5.30;—
