Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.40;1.29;1.40;1.94;1.83;2.10;2.10;2.03;3.61;5.01;4.03;2.68;3.07
Price/Earnings;—;—;—;—;—;86.15;65.21;44.03;18.55;43.45;35.13;38.80;25.84
Price/Cash Flow;—;—;—;220.03;12.47;74.13;15.14;14.57;18.82;20.89;17.87;23.21;17.36
Price/Book;0.66;0.72;1.06;1.68;1.78;1.91;2.50;2.13;3.20;4.66;3.70;2.61;4.27
Price/Forward Earnings;-4.60;-14.71;-31.75;16.86;18.38;12.44;11.59;11.74;—;—;19.88;14.50;—
PEG Ratio;—;—;—;1.41;1.53;1.04;0.97;0.98;—;—;—;1.17;—
Earnings Yield %;-23.12;-15.35;-11.48;-7.56;-0.56;1.16;1.53;2.27;5.39;2.30;2.85;3.13;—
Enterprise Value (Bil);-0.06;0.08;0.17;0.33;0.34;0.83;1.12;0.97;1.85;3.16;2.64;1.41;—
Enterprise Value/EBIT;—;—;—;—;—;—;24.05;32.05;45.72;35.40;29.33;-20.84;—
Enterprise Value/EBITDA;—;—;—;—;17.79;67.48;12.01;13.21;20.88;23.24;18.89;26.14;—
